Employee ID,Position Title,Department,Annual Salary,Review Score
46652,POLICE OFFICER,POLICE,59561,6.7
46655,FIREFIGHTER-EMT,FIRE,64340,6.8
46659,POLICE OFFICER,POLICE,59335,8.1
46660,CLERK IV,FAMILY & SUPPORT,40456,6
46661,FIREFIGHTER,FIRE,39916,5.4
46665,POLICE OFFICER,POLICE,63939,5.6
46666,SHIFT SUPVSR OF AVIATION SECURITY,AVIATION,76898,6.8
46669,MOTOR TRUCK DRIVER,AVIATION,55970,7.7
46670,SUPPORT SERVICES ASST,FAMILY & SUPPORT,50681,6.1
46674,ASST CORPORATION COUNSEL,LAW,52957,5.5
46679,ASST CORPORATION COUNSEL SUPVSR,LAW,69458,6.5
46680,POLICE OFFICER,POLICE,63490,6.3
46683,POLICE OFFICER,POLICE,65908,7.1
46684,PARKING ENFORCEMENT AIDE,FINANCE,40053,7.6
46685,STAFF ASST,AVIATION,51371,5.9
46689,POLICE OFFICER,POLICE,61313,5.8
46690,FIREFIGHTER-EMT,FIRE,62383,6.5
46691,POLICE OFFICER,POLICE,56692,7
46693,SENIOR FISCAL POLICY ANALYST,FINANCE,64553,6.1
46695,POLICE OFFICER,POLICE,61689,6.3
46697,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,70898,6.6
46701,LIEUTENANT-EMT,FIRE,84741,5.4
46703,POLICE OFFICER,POLICE,65932,7.4
46705,POLICE OFFICER,POLICE,63321,5.7
46708,ADMINISTRATIVE ASST II,FIRE,46312,6.4
46715,ARCHIVAL SPECIALIST,PUBLIC LIBRARY,54313,6.3
46717,POLICE OFFICER,POLICE,59362,5.2
46722,LIBRARY CLERK,PUBLIC LIBRARY,29499,5.1
46727,FIREFIGHTER/PARAMEDIC,FIRE,64099,7.6
46729,POLICE OFFICER,POLICE,61475,7.3
46731,STREET LIGHT REPAIR WORKER,TRANSPORTATION,72818,6.4
46732,SEWER BRICKLAYER,WATER MGMT,68337,4.8
46738,POLICE OFFICER,POLICE,61798,3.9
46740,POLICE OFFICER,POLICE,48858,6.2
46743,POLICE OFFICER,POLICE,61758,4.6
46745,SERGEANT,POLICE,83421,5.9
46749,POLICE OFFICER,POLICE,61115,5
46753,POLICE OFFICER,POLICE,61484,6.5
46754,TIMEKEEPER - CPD,POLICE,49978,7.1
46756,POLICE OFFICER,POLICE,51196,7.2
46758,POLICE OFFICER,POLICE,63301,8.5
46759,OFFICE MANAGER WASHINGTON D.C.,MAYOR'S OFFICE,92736,6.2
46760,POLICE OFFICER,POLICE,34604,6.4
46762,POLICE OFFICER,POLICE,65978,7
46763,POLICE OFFICER,POLICE,63550,6.9
46765,POLICE OFFICER,POLICE,66254,4.5
46769,MOTOR TRUCK DRIVER,SANITATION,55263,6.5
46770,CONSTRUCTION LABORER,WATER MGMT,60820,5.4
46774,REGIONAL COMMUNICABLE DISEASE INVESTIGATOR,HEALTH,62508,8.6
46780,POLICE OFFICER,POLICE,34192,7.1
46781,POLICE OFFICER,POLICE,63440,6.4
46792,LIBRARIAN III,PUBLIC LIBRARY,54205,7.4
46796,POLICE OFFICER,POLICE,34747,6.7
46797,BATTALION CHIEF - EMT,FIRE,103740,7.2
46800,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,69172,7.1
46801,WATER CHEMIST II,WATER MGMT,60668,4.5
46810,SENIOR DATA ENTRY OPERATOR,TRANSPORTATION,38072,8.6
46815,PARKING ENFORCEMENT AIDE,FINANCE,36447,7.4
46819,POLICE OFFICER,POLICE,59757,7.5
46829,SANITATION LABORER,SANITATION,56059,7.8
46832,MOTOR TRUCK DRIVER,SANITATION,55465,5.7
46833,CLERK III,POLICE,38204,6.2
46840,PARAMEDIC,FIRE,56355,7.3
46841,HOSPITALITY WORKER,FAMILY & SUPPORT,8620,7.7
46843,POLICE OFFICER,POLICE,48511,7.5
46844,POLICE OFFICER,POLICE,63988,6.7
46846,CONSTRUCTION LABORER,WATER MGMT,60922,7.2
46849,CONCRETE LABORER,TRANSPORTATION,60217,6.1
46850,FIREFIGHTER,FIRE,65937,6.4
46854,COMMUNICABLE DISEASE CONTROL INVESTIGATOR II,HEALTH,48045,8.1
46857,DEPUTY DISTRICT CHIEF,FIRE,116292,7.4
46859,ADMINISTRATIVE ASST II,FAMILY & SUPPORT,42019,6.6
46860,POLICE OFFICER,POLICE,63837,5
46863,POLICE OFFICER,POLICE,63853,6.8
46864,POLICE OFFICER,POLICE,61551,6
46865,FIREFIGHTER,FIRE,59010,7.1
46869,SUPVSR OF 311 OPERATIONS,EMERGENCY MGMT,72310,6
46874,NURSE PRACTITIONER,HEALTH,87643,6.7
46875,POLICE OFFICER,POLICE,48566,6.3
46877,CROSSING GUARD,POLICE,18479,7.1
46880,FIREFIGHTER-EMT,FIRE,66831,7.7
46882,COORD OF SPECIAL PROJECTS,BUSINESS AFFAIRS,66774,7.2
46886,POLICE OFFICER,POLICE,61281,7.5
46887,CLERK III,HEALTH,40546,8.4
46892,MOTOR TRUCK DRIVER,WATER MGMT,55681,8.5
46897,ASST CHIEF OPERATING ENGINEER,WATER MGMT,82789,5.3
46903,DISPATCHER - ASPHALT,TRANSPORTATION,60580,5.6
46904,SENIOR LIBRARY CLERK,PUBLIC LIBRARY,35272,8.1
46906,FIREFIGHTER-EMT,FIRE,62523,6.3
46911,FIREFIGHTER,FIRE,59968,5.4
46912,LIEUTENANT,FIRE,78189,6.8
46914,LEGISLATIVE AIDE,CITY COUNCIL,33049,4.2
46916,FIREFIGHTER-EMT,FIRE,61938,6.6
46917,GENERAL FOREMAN OF MACHINISTS,TRANSPORTATION,77632,6
46921,ADMINISTRATIVE ASST II,LAW,42007,5.1
46923,MOTOR TRUCK DRIVER,SANITATION,55681,5.5
46927,LIEUTENANT-EMT,FIRE,85134,4.7
46933,DEPUTY DIR,FINANCE,87522,7
46934,POLICE OFFICER,POLICE,65603,7.8
46935,FRM OF MACHINISTS - AUTOMOTIVE,GENERAL SERVICES,75994,4.7
46937,FIREFIGHTER,FIRE,40343,6.3
46942,HOISTING ENGINEER,WATER MGMT,74776,5.4
46945,SUPERVISING POLICE COMMUNICATIONS OPERATOR,EMERGENCY MGMT,72535,6.4
46947,LIEUTENANT-EMT,FIRE,77222,5.8
46951,POLICE OFFICER,POLICE,49172,7
46955,FIREFIGHTER-EMT,FIRE,62610,5.7
46956,ELECTRICAL MECHANIC,GENERAL SERVICES,70746,7.4
46957,POLICE OFFICER,POLICE,61538,5.6
46962,POLICE OFFICER,POLICE,63803,5.7
46965,POLICE OFFICER,POLICE,61711,7
46967,POLICE OFFICER,POLICE,61163,7.6
46969,FIREFIGHTER-EMT,FIRE,62139,8.2
46971,POLICE OFFICER,POLICE,59371,5.7
46972,FIREFIGHTER/PARAMEDIC,FIRE,63633,6
46978,HOISTING ENGINEER,SANITATION,75366,6.6
46989,SOCIAL WORKER III,FAMILY & SUPPORT,65958,5.1
46990,CONSTRUCTION LABORER,WATER MGMT,60704,8
46991,PLUMBER,WATER MGMT,75061,8.4
46993,POLICE OFFICER,POLICE,51698,7.1
46996,POLICE OFFICER,POLICE,65646,5.6
47000,POLICE OFFICER,POLICE,61428,7.6
47008,ZONING PLAN EXAMINER,COMMUNITY DEVELOPMENT,47778,7.7
47012,FIRE ENGINEER-EMT,FIRE,72363,6.2
47018,POLICE OFFICER,POLICE,59690,8
47023,ADMINISTRATIVE ASST III,BUILDINGS,57462,6.6
47030,SERGEANT,POLICE,83083,6.7
47034,POLICE OFFICER,POLICE,66060,6.3
47036,POLICE OFFICER,POLICE,34529,6.3
47039,FIREFIGHTER/PARAMEDIC,FIRE,64304,6.3
47041,SERGEANT,POLICE,77658,8.3
47042,POLICE OFFICER,POLICE,65986,5.9
47043,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,52554,6.9
47046,CONSTRUCTION LABORER,WATER MGMT,60428,6.2
47049,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,73264,6
47050,POLICE OFFICER,POLICE,59037,7.9
47056,LABORATORY TECHNICIAN III,HEALTH,52783,7.5
47060,POLICE OFFICER,POLICE,61016,5.7
47061,POLICE OFFICER,POLICE,34645,6.5
47064,DATA ENTRY OPERATOR,WATER MGMT,34918,6.5
47066,PARAMEDIC I/C,FIRE,63923,5.1
47067,SANITATION LABORER,SANITATION,56525,5.9
47069,POLICE OFFICER,POLICE,64070,7.6
47070,PARAMEDIC I/C,FIRE,68551,5.5
47074,POLICE OFFICER,POLICE,61643,7.1
47077,SERGEANT,POLICE,83023,6.8
47078,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,60009,5
47080,MACHINIST,WATER MGMT,71767,5.9
47084,OPERATING ENGINEER-GROUP C,WATER MGMT,71730,6.9
47086,FIELD SERVICE SPECIALIST II,TRANSPORTATION,57034,5.2
47087,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,66158,6.8
47090,FIREFIGHTER,FIRE,63664,5.2
47094,LIEUTENANT-EMT,FIRE,79735,6
47097,GENERAL LABORER - DSS,SANITATION,33971,6.2
47099,LABORER - APPRENTICE,WATER MGMT,42580,5.7
47101,POLICE OFFICER,POLICE,61464,6.4
47103,POLICE OFFICER,POLICE,65399,6.3
47104,POLICE OFFICER,POLICE,61023,7.1
47106,POLICE OFFICER,POLICE,59823,7.9
47108,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,71347,7.4
47110,MGR OF FOOD PROTECTION SERVICES,HEALTH,72567,7.7
47112,POLICE OFFICER,POLICE,63450,5.4
47113,BRIDGE OPERATOR,TRANSPORTATION,40960,8.3
47115,POOL MOTOR TRUCK DRIVER,SANITATION,44693,7
47118,WATCHMAN,WATER MGMT,34408,6.5
47119,FIREFIGHTER-EMT,FIRE,62637,6
47124,OPERATING ENGINEER-GROUP A,GENERAL SERVICES,75929,6.7
47125,POLICE OFFICER,POLICE,65762,7.1
47127,POLICE OFFICER,POLICE,51692,7.4
47130,LIEUTENANT,FIRE,78564,8.5
47136,CROSSING GUARD,POLICE,14953,4.6
47138,CONSTRUCTION LABORER,WATER MGMT,61096,6.6
47144,POLICE OFFICER,POLICE,49076,6.1
47145,FIREFIGHTER-EMT,FIRE,64125,6.7
47146,LINEMAN,TRANSPORTATION,72985,5.8
47147,POLICE OFFICER,POLICE,61433,8.3
47148,CAPTAIN-EMT,FIRE,91737,6.4
47149,MANAGING DEPUTY DIR,FINANCE,102931,4.8
47152,POLICE OFFICER,POLICE,65389,6.3
47154,AVIATION SECURITY OFFICER,AVIATION,63453,6.8
47155,POLICE OFFICER,POLICE,48576,6.6
47157,FINANCIAL PLANNING ANALYST,COMMUNITY DEVELOPMENT,61812,6.6
47162,SUPPORT SERVICES COORD,FAMILY & SUPPORT,50027,6.4
47163,POLICE OFFICER,POLICE,63289,5.3
47170,CROSSING GUARD,POLICE,18206,6.6
47171,ASST ADMINISTRATIVE SECRETARY II,MAYOR'S OFFICE,35630,5.9
47177,SANITATION LABORER,SANITATION,56248,6.1
47180,POLICE OFFICER,POLICE,59827,4.7
47181,ANIMAL CONTROL OFFICER,ANIMAL CONTRL,31007,7.7
47182,PARAMEDIC,FIRE,65895,7
47183,POLICE OFFICER (ASSIGNED AS CANINE HANDLER),POLICE,68964,6.2
47184,ANIMAL CONTROL OFFICER,ANIMAL CONTRL,53109,7.5
47185,ASST CORPORATION COUNSEL SUPVSR,LAW,80688,6.9
47187,LIBRARY CLERK,PUBLIC LIBRARY,30945,7.3
47194,PARAMEDIC I/C,FIRE,73206,7.2
47196,LIBRARIAN II,PUBLIC LIBRARY,53795,7.1
47205,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,71418,6.6
47207,AIRPORT MAINTENANCE FOREMAN,AVIATION,52971,6.2
47214,FIREFIGHTER-EMT,FIRE,64677,6.9
47222,SERGEANT,POLICE,85137,7.8
47223,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16327,5.5
47224,LIBRARY ASSOCIATE - HOURLY,PUBLIC LIBRARY,19715,7.6
47234,COMMUNITY ORGANIZER-CAPS,POLICE,49963,7.9
47235,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,71892,6.5
47236,POLICE OFFICER,POLICE,59175,6.2
47237,CONCRETE LABORER,TRANSPORTATION,61176,6.4
47241,POLICE OFFICER,POLICE,63989,4.8
47244,PARAMEDIC I/C,FIRE,70952,7.1
47247,ASPHALT LABORER,TRANSPORTATION,61033,6.2
47248,POLICE OFFICER,POLICE,61642,7.6
47255,FIREFIGHTER,FIRE,40427,6.7
47256,CROSSING GUARD,POLICE,17078,6.1
47258,FIREFIGHTER,FIRE,40492,5.1
47260,PARKING ENFORCEMENT AIDE,FINANCE,43810,6.2
47263,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,66160,6.6
47264,POLICE OFFICER,POLICE,59376,6
47267,OPERATING ENGINEER-GROUP C,WATER MGMT,71650,6.5
47269,FIREFIGHTER/PARAMEDIC,FIRE,63772,5.4
47272,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16185,7.2
47273,FIREFIGHTER/PARAMEDIC,FIRE,66122,5.6
47274,BUILDING/CONSTRUCTION INSPECTOR,BUILDINGS,56875,7.2
47275,GENERAL LABORER - DSS,SANITATION,33348,7.6
47276,FIREFIGHTER-EMT,FIRE,62731,5.1
47278,POLICE OFFICER,POLICE,63504,6.5
47280,SERGEANT,POLICE,85262,5.6
47290,SANITATION LABORER,SANITATION,56282,7.8
47291,CONSTRUCTION LABORER,WATER MGMT,60755,7.4
47292,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,72714,8.2
47293,FIREFIGHTER-EMT,FIRE,62757,5.8
47295,FIREFIGHTER/PARAMEDIC,FIRE,64108,7.1
47297,CLERK IV,TRANSPORTATION,43599,6.9
47298,POLICE OFFICER,POLICE,65871,8.3
47300,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,72692,6.8
47301,PERSONAL COMPUTER OPERATOR II,HEALTH,46040,6.6
47302,FIREFIGHTER-EMT,FIRE,64413,4.6
47303,TITLE V PROGRAM TRAINEE I,FAMILY & SUPPORT,8524,2.8
47309,POLICE OFFICER,POLICE,59236,6.1
47311,SERGEANT,POLICE,78360,6.2
47313,POLICE OFFICER,POLICE,67943,7.8
47314,POLICE OFFICER,POLICE,63368,6
47320,LAW CLERK,LAW,20673,5.9
47322,ELECTRICAL INSPECTOR,BUILDINGS,73431,8
47323,POLICE OFFICER,POLICE,61164,7
47325,CONCRETE LABORER,TRANSPORTATION,42958,7.6
47330,HOISTING ENGINEER,TRANSPORTATION,75347,5.9
47331,OPERATING ENGINEER-GROUP C,WATER MGMT,71903,6.8
47335,CONTRACTS COMPLIANCE COORD,HEALTH,55961,5.4
47337,STAFF ASST,FAMILY & SUPPORT,51229,5.4
47338,CONTRACTS ADMINISTRATOR,TRANSPORTATION,81411,5
47341,POLICE OFFICER,POLICE,56270,7.2
47346,HOSPITALITY WORKER,FAMILY & SUPPORT,9195,4.2
47347,FIREFIGHTER,FIRE,59233,7.1
47350,POLICE OFFICER (ASSIGNED AS CANINE HANDLER),POLICE,66209,5
47352,ASPHALT LABORER,TRANSPORTATION,60279,5.2
47353,POLICE OFFICER,POLICE,61075,6.8
47360,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,72145,6.3
47362,SUPERVISING ENGINEER,TRANSPORTATION,82802,4.7
47363,PARKING ENFORCEMENT AIDE,FINANCE,36827,7.8
47364,ELECTRICAL MECHANIC,EMERGENCY MGMT,70641,5.6
47367,LIEUTENANT-PARAMEDIC,FIRE,79425,5.5
47369,LAW CLERK,LAW,21221,7.8
47374,SHIFT SUPVSR OF AVIATION SECURITY,AVIATION,75965,6.2
47376,SANITATION LABORER,SANITATION,56428,7.4
47379,STAFF ASST,FINANCE,46791,6.3
47380,POLICE OFFICER,POLICE,61119,8.2
47384,FISCAL ADMINISTRATOR,FINANCE,73411,7.2
47385,POLICE OFFICER,POLICE,61580,5.2
47389,FRM OF MACHINISTS - AUTOMOTIVE,GENERAL SERVICES,75887,4.9
47391,GRANTS RESEARCH SPECIALIST,POLICE,65518,7.7
47393,FIREFIGHTER (PER ARBITRATORS AWARD)-PARAMEDIC,FIRE,71325,3.5
47395,SUPVSR OF ACCOUNTING,FAMILY & SUPPORT,65989,6.4
47397,LIEUTENANT,FIRE,80450,7.4
47399,MOTOR TRUCK DRIVER,AVIATION,55412,6.7
47400,POLICE OFFICER,POLICE,59655,8.4
47401,LIEUTENANT-EMT,FIRE,84405,5.9
47402,MOTOR TRUCK DRIVER,SANITATION,55241,6.2
47403,ELECTRICAL MECHANIC,GENERAL SERVICES,70513,5.5
47406,LABORER,TRANSPORTATION,61160,4.7
47415,POLICE OFFICER,POLICE,61404,8.7
47418,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,72749,5.2
47421,PAINTER,TRANSPORTATION,66801,7
47422,POLICE OFFICER,POLICE,67752,7.4
47424,POOL MOTOR TRUCK DRIVER,AVIATION,55684,8.4
47427,COORD OF ECONOMIC DEVELOPMENT,COMMUNITY DEVELOPMENT,60751,6.1
47436,SENIOR DATA ENTRY OPERATOR,POLICE,46092,6.2
47437,POLICE OFFICER,POLICE,61467,7.6
47438,ASST CORPORATION COUNSEL,LAW,51186,5.7
47439,POLICE COMMUNICATIONS OPERATOR I,EMERGENCY MGMT,38660,5.9
47440,PARAMEDIC I/C,FIRE,63963,6.7
47441,FIREFIGHTER-EMT,FIRE,62374,7.5
47446,AVIATION SECURITY OFFICER,AVIATION,63354,6.6
47447,OPERATING ENGINEER-GROUP A,WATER MGMT,75868,6.8
47448,FIREFIGHTER/PARAMEDIC,FIRE,63434,7.8
47449,ADMINISTRATIVE ASST III,FINANCE,57874,6.5
47452,FIREFIGHTER/PARAMEDIC,FIRE,64230,6.7
47453,SERGEANT,POLICE,80237,7.5
47468,FIRE ENGINEER-EMT,FIRE,76767,5.3
47473,CHIEF OPERATING ENGINEER,WATER MGMT,90040,6.2
47479,FIREFIGHTER-EMT,FIRE,62157,6.8
47481,CUSTODIAL WORKER,AVIATION,33591,8.1
47485,POLICE OFFICER,POLICE,59362,7.1
47494,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16427,7
47505,PLUMBER,WATER MGMT,74844,7.3
47506,STUDENT INTERN - MAYOR'S FELLOWS,MAYOR'S OFFICE,29909,7.2
47508,LIEUTENANT,FIRE,77904,7.1
47510,LINEMAN,TRANSPORTATION,72838,6.5
47513,PUBLIC HEALTH NURSE II,HEALTH,62715,5.4
47514,STAFF ASST TO THE ALDERMAN,CITY COUNCIL,48041,6
47516,AVIATION SECURITY OFFICER,AVIATION,37771,6.1
47518,POLICE OFFICER,POLICE,51997,8
47520,FOSTER GRANDPARENT,FAMILY & SUPPORT,4080,6.1
47523,MOTOR TRUCK DRIVER,GENERAL SERVICES,55246,7.3
47524,FIREFIGHTER (PER ARBITRATORS AWARD)-PARAMEDIC,FIRE,73752,6.3
47527,POOL MOTOR TRUCK DRIVER,SANITATION,55522,6.5
47528,DETENTION AIDE,POLICE,52270,6.2
47531,LIBRARY PAGE,PUBLIC LIBRARY,10571,6.8
47532,ACCOUNTANT III,TREASURER,62649,5.8
47534,FIREFIGHTER-EMT,FIRE,62437,6.2
47537,FIREFIGHTER (PER ARBITRATORS AWARD)-PARAMEDIC,FIRE,78580,6
47541,ADMINISTRATIVE ASST III,GENERAL SERVICES,52354,6.1
47545,ASST SPECIALIST IN AGING,FAMILY & SUPPORT,54947,5.7
47546,FIREFIGHTER,FIRE,64033,7
47550,POLICE OFFICER,POLICE,63142,5.1
47552,SPECIALIST IN AGING II,FAMILY & SUPPORT,60216,5.7
47556,STEAMFITTER,WATER MGMT,74975,6.5
47558,ACCOUNTING TECHNICIAN II,GENERAL SERVICES,55541,6.6
47561,SANITATION CLERK,SANITATION,45677,3.8
47572,SERGEANT,POLICE,82978,5.8
47574,BUILDING/CONSTRUCTION INSPECTOR,BUILDINGS,82055,4.7
47576,ASST TO THE MAYOR,MAYOR'S OFFICE,119996,5.6
47578,ARCHITECT IV,BUILDINGS,57327,7.3
47579,POLICE OFFICER,POLICE,61452,8.9
47583,PARAMEDIC I/C,FIRE,68697,8.1
47585,LINEMAN,EMERGENCY MGMT,73699,7.6
47586,POLICE OFFICER,POLICE,61900,6.7
47589,POLICE OFFICER,POLICE,61232,7
47592,DETENTION AIDE,POLICE,36928,6.7
47598,SANITATION CLERK,SANITATION,51865,7.8
47601,POLICE OFFICER,POLICE,59080,7
47602,POLICE OFFICER / FLD TRNG OFFICER,POLICE,64967,5.7
47607,POLICE OFFICER,POLICE,51877,3.5
47608,MOTOR TRUCK DRIVER,WATER MGMT,55863,7.3
47613,POLICE OFFICER,POLICE,63560,4.7
47614,POOL MOTOR TRUCK DRIVER,SANITATION,55247,6.2
47616,POLICE OFFICER,POLICE,61924,5.2
47621,SANITATION LABORER,SANITATION,55606,5.7
47622,POLICE OFFICER,POLICE,59771,5.9
47625,MOTOR TRUCK DRIVER,GENERAL SERVICES,56045,6.7
47628,POLICE OFFICER,POLICE,63584,6.8
47629,LABORER - APPRENTICE,WATER MGMT,54817,5.5
47632,PLUMBER,GENERAL SERVICES,75571,6.2
47633,PARAMEDIC,FIRE,51092,5.8
47634,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,55054,6.4
47636,POLICE OFFICER,POLICE,59260,7.5
47637,LIBRARIAN IV,PUBLIC LIBRARY,71210,6.2
47642,STAFF ASST,COMMUNITY DEVELOPMENT,21395,5.3
47643,DIR OF ADMINISTRATION,HEALTH,87351,5.9
47645,SENIOR STUDIO EQUIPMENT OPERATOR,BUSINESS AFFAIRS,46311,7.2
47647,STAFF ASST,POLICE,59548,6.5
47651,FIREFIGHTER (PER ARBITRATORS AWARD)-PARAMEDIC,FIRE,69360,6
47653,FIREFIGHTER-EMT,FIRE,64920,8.3
47658,FIRE ENGINEER-PARAMEDIC,FIRE,76599,6.3
47659,POLICE OFFICER,POLICE,63136,7.8
47660,POLICE OFFICER,POLICE,59863,6.2
47661,TREE TRIMMER,SANITATION,57872,6.4
47662,DEPUTY COMMISSIONER,BUSINESS AFFAIRS,98155,6.7
47667,LINEMAN,EMERGENCY MGMT,73279,6.2
47668,STAFF ASST TO THE ALDERMAN,CITY COUNCIL,39337,6.8
47670,LIEUTENANT,POLICE,93132,2.9
47673,POOL MOTOR TRUCK DRIVER,WATER MGMT,55459,4.6
47679,SENIOR LIBRARY CLERK,PUBLIC LIBRARY,42350,5.4
47692,ADMINISTRATIVE ASST II,BUSINESS AFFAIRS,38549,7
47695,POLICE OFFICER,POLICE,61117,8.1
47704,POLICE OFFICER,POLICE,61934,8
47705,POLICE OFFICER,POLICE,61013,7
47708,MOTOR TRUCK DRIVER,AVIATION,55238,7.1
47710,LABORER - APPRENTICE,WATER MGMT,54400,5.9
47711,DETENTION AIDE,POLICE,37263,5.9
47719,ASST CORPORATION COUNSEL,LAW,47914,6.3
47720,COMMISSIONER OF HEALTH,HEALTH,137305,6.8
47721,STORES LABORER,GENERAL SERVICES,61045,7.3
47726,POLICE OFFICER,POLICE,34897,5.7
47730,POLICE OFFICER,POLICE,59786,8.1
47732,LIEUTENANT-EMT,FIRE,84595,6.3
47736,POOL MOTOR TRUCK DRIVER,AVIATION,55176,6.8
47738,LIEUTENANT-PARAMEDIC,FIRE,86748,5.9
47743,POOL MOTOR TRUCK DRIVER,SANITATION,55436,5.1
47746,POLICE OFFICER,POLICE,61699,6.5
47748,BATTALION CHIEF - EMT,FIRE,103366,5.7
47752,CARPENTER,GENERAL SERVICES,69597,6
47754,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,68265,5.9
47756,DATA SERVICES ADMINISTRATOR,DoIT,66262,6.6
47759,RESIDENT SERVICES COORD I,FAMILY & SUPPORT,47116,7.7
47763,TRAFFIC ENGINEER IV,TRANSPORTATION,78181,6.6
47765,POLICE OFFICER (ASSIGNED AS EVIDENCE TECHNICIAN),POLICE,71152,6.4
47766,POLICE OFFICER,POLICE,65511,5.2
47767,SPECIAL EVENTS COORD II,CULTURAL AFFAIRS,50404,4.9
47768,ELECTRICAL MECHANIC,WATER MGMT,70523,7.3
47773,POLICE OFFICER,POLICE,59275,4.1
47776,COMMUNITY ORGANIZER-CAPS,POLICE,50787,5.8
47783,POLICE OFFICER,POLICE,63455,7.2
47786,WATER RATE TAKER,WATER MGMT,57372,6.9
47788,PUBLIC HEALTH ADMINISTRATOR II,HEALTH,57968,4.5
47789,POLICE OFFICER,POLICE,56610,6
47796,MANAGER OF DATA ENTRY OPERATORS,PUBLIC LIBRARY,52891,5.8
47798,FIREFIGHTER,FIRE,65702,6.5
47803,SUPERVISING FIRE COMMUNICATIONS OPERATOR,EMERGENCY MGMT,81312,5
47807,MOTOR TRUCK DRIVER,AVIATION,56594,8.8
47813,POLICE OFFICER,POLICE,48667,6.2
47816,LIEUTENANT-EMT,FIRE,85166,5.8
47818,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16885,6.3
47819,POLICE OFFICER,POLICE,66185,6.9
47822,SERGEANT,POLICE,80399,6
47830,EXPLOSIVES TECHNICIAN I,POLICE,78689,7
47836,FIREFIGHTER-EMT,FIRE,64755,6.9
47843,POLICE OFFICER,POLICE,63845,7.9
47845,POLICE OFFICER,POLICE,61753,7.6
47849,MANAGING DEPUTY COMMISSIONER,SANITATION,110768,6.4
47851,ELECTRICAL MECHANIC (AUTOMOTIVE),GENERAL SERVICES,70229,7
47853,POLICE OFFICER,POLICE,63492,5
47858,POLICE OFFICER,POLICE,48524,5.7
47861,SENIOR STOREKEEPER,AVIATION,34152,5.4
47862,FIREFIGHTER-EMT,FIRE,62085,7.1
47873,FOREMAN OF CONSTRUCTION LABORERS,WATER MGMT,62442,5.7
47876,DETENTION AIDE,POLICE,45756,7.9
47878,FIREFIGHTER-EMT,FIRE,62466,7.8
47879,LIBRARIAN I,PUBLIC LIBRARY,54413,8
47883,PAINTER,GENERAL SERVICES,66475,5.7
47884,ASST TO THE COMMISSIONER,AVIATION,58194,7.2
47887,SERGEANT,POLICE,82560,7.3
47889,CUSTODIAL WORKER,AVIATION,33171,5.7
47891,CAPTAIN-EMT,FIRE,92229,5.2
47892,POLICE OFFICER,POLICE,61654,5.6
47893,SERGEANT,POLICE,83296,5.7
47894,FIREFIGHTER,FIRE,63798,6.5
47895,STEAMFITTER,WATER MGMT,74615,7.1
47896,POLICE OFFICER,POLICE,59742,8
47900,SENIOR DATA ENTRY OPERATOR,POLICE,46283,7.2
47905,PARAMEDIC I/C,FIRE,61712,8.5
47912,POLICE OFFICER,POLICE,61771,6
47916,POLICE OFFICER,POLICE,61700,6.7
47925,POLICE OFFICER,POLICE,66329,6.3
47927,AVIATION SECURITY OFFICER,AVIATION,37869,6.7
47928,POLICE OFFICER,POLICE,63765,6.3
47929,POLICE OFFICER,POLICE,58986,6.4
47933,LABORATORY TECHNICIAN III,HEALTH,55276,6
47934,WATCHMAN,GENERAL SERVICES,34966,8.2
47937,OPERATING ENGINEER-GROUP A,WATER MGMT,76030,7.2
47938,POOL MOTOR TRUCK DRIVER,SANITATION,45148,6
47939,PARAMEDIC,FIRE,58979,6.5
47940,FIREFIGHTER-EMT,FIRE,62482,7.6
47942,FOREMAN OF ELECTRICAL MECHANICS,GENERAL SERVICES,75566,7.1
47945,FIRE COMMUNICATIONS OPERATOR I,EMERGENCY MGMT,51224,5.5
47946,POLICE OFFICER,POLICE,66256,4.6
47948,POLICE OFFICER,POLICE,56890,6.8
47949,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,66683,6.5
47950,COMMANDER,POLICE,120727,6.9
47951,ASST CORPORATION COUNSEL,LAW,50131,6.5
